,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price
A_852,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,11166,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,Average,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,180,Good,Typical,PConc,Good,Typical,Mn,GLQ,3,Unf,0,1468,1492,GasA,Excellent,Y,SBrkr,1492,0,0,1492,0,0,2,0,3,1,Good,6,Typ,1,Typical,Attchd,RFn,2,608,Typical,Typical,Paved,0,114,0,0,168,0,No_Pool,No_Fence,None,0,7,2009,WD ,Family,201000
A_853,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,8430,Pave,No_Alley_Access,Regular,HLS,AllPub,Inside,Mod,College_Creek,Norm,Norm,OneFam,One_Story,Average,Average,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,136,Typical,Typical,CBlock,Good,Typical,No,Rec,6,Unf,0,424,1040,GasA,Typical,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,Typical,5,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0,No_Garage,No_Garage,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,124000
A_854,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,16269,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,Average,1978,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,76,Typical,Typical,BrkTil,Good,Typical,Av,GLQ,3,Unf,0,282,907,GasA,Typical,Y,SBrkr,907,0,0,907,0,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,Unf,1,343,Typical,Typical,Paved,72,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2009,WD ,Normal,140000
A_855,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,76,6950,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,Good,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,40,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,BLQ,72,132,914,GasA,Typical,Y,SBrkr,914,0,0,914,1,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,Unf,2,444,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,134900
A_856,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,61,8800,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,Good,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Good,Typical,Mn,LwQ,4,Rec,144,364,1040,GasA,Typical,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,Good,5,Typ,0,No_Fireplace,Detchd,Unf,2,484,Typical,Typical,Paved,0,0,0,0,288,0,No_Pool,No_Fence,None,0,9,2009,WD ,Normal,150500
A_857,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,7000,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,Very_Good,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90,Good,Good,CBlock,Typical,Typical,No,ALQ,1,Unf,0,218,864,GasA,Excellent,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,Unf,1,336,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Good_Wood,None,0,7,2009,WD ,Normal,136500
A_858,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9286,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Mod,College_Creek,Norm,Norm,OneFam,One_Story,Average,Good,1977,1989,Gable,CompShg,HdBoard,Plywood,None,0,Typical,Typical,CBlock,Good,Good,Av,ALQ,1,Unf,0,1072,1268,GasA,Typical,Y,SBrkr,1268,0,0,1268,0,0,1,1,3,1,Good,5,Typ,0,No_Fireplace,Detchd,Unf,1,252,Typical,Typical,Paved,173,0,0,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,143500
A_859,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,36,15523,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,Above_Average,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0,Typical,Typical,CBlock,Typical,Typical,Av,BLQ,2,Unf,0,404,864,GasA,Excellent,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,Typical,5,Typ,1,Fair,Attchd,Unf,1,338,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,133500
A_860,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,7200,Pave,No_Alley_Access,Regular,Low,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,Average,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,Av,Rec,6,Unf,0,117,894,GasA,Typical,Y,SBrkr,894,0,0,894,0,0,1,0,2,1,Typical,6,Typ,0,No_Fireplace,Detchd,RFn,2,600,Typical,Typical,Paved,215,0,0,0,0,0,No_Pool,No_Fence,None,0,9,2009,WD ,Normal,123000
A_861,Split_Foyer,Residential_Low_Density,60,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,SFoyer,Average,Very_Good,1972,2003,Gable,CompShg,WdShing,HdBoard,None,0,Typical,Good,CBlock,Good,Typical,Av,GLQ,3,Unf,0,108,768,GasA,Good,Y,SBrkr,768,0,0,768,0,1,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,Fin,1,396,Typical,Typical,Paved,192,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,4,2009,WD ,Normal,133900
A_862,Split_Foyer,Residential_Low_Density,70,8445,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,College_Creek,Norm,Norm,OneFam,SFoyer,Average,Good,1972,2007,Gable,CompShg,HdBoard,Wd Shng,None,0,Typical,Typical,CBlock,Good,Typical,Av,GLQ,3,Unf,0,112,768,GasA,Typical,Y,SBrkr,768,0,0,768,1,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,Unf,2,396,Typical,Typical,Paved,58,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,3,2009,WD ,Normal,133000
A_863,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,11664,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,Average,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,335,1569,GasA,Excellent,Y,SBrkr,1611,0,0,1611,1,0,2,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,RFn,3,1231,Typical,Typical,Paved,262,93,0,0,0,0,No_Pool,No_Fence,None,0,9,2009,WD ,Normal,250000
A_864,Two_Story_1946_and_Newer,Residential_Low_Density,0,12334,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,198,Good,Typical,PConc,Good,Typical,Av,Unf,7,Unf,0,1068,1068,GasA,Excellent,Y,SBrkr,1068,1116,0,2184,0,0,2,1,4,1,Good,8,Typ,1,Good,BuiltIn,RFn,2,570,Typical,Typical,Paved,192,132,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,254750
A_865,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,11838,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Very_Good,Average,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,Av,Unf,7,Unf,0,1753,1753,GasA,Excellent,Y,SBrkr,1788,0,0,1788,0,0,2,0,3,1,Excellent,7,Typ,1,Typical,Attchd,RFn,2,522,Typical,Typical,Paved,202,151,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,236500
A_866,Two_Story_1946_and_Newer,Residential_Low_Density,0,11885,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,309,1299,GasA,Excellent,Y,SBrkr,1299,573,0,1872,1,0,2,1,3,1,Excellent,7,Typ,1,Typical,BuiltIn,RFn,2,531,Typical,Typical,Paved,160,122,0,0,0,0,No_Pool,No_Fence,None,0,11,2009,WD ,Normal,261500
A_867,Two_Story_1946_and_Newer,Residential_Low_Density,0,11050,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,PosN,Norm,OneFam,Two_Story,Excellent,Average,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,204,Good,Typical,PConc,Excellent,Typical,Mn,GLQ,3,Unf,0,536,1440,GasA,Excellent,Y,SBrkr,1476,677,0,2153,1,0,2,1,3,1,Excellent,8,Typ,2,Excellent,Attchd,Fin,3,736,Typical,Typical,Paved,253,142,0,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,313000
A_868,Two_Story_1946_and_Newer,Residential_Low_Density,70,8749,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Good,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,840,840,GasA,Excellent,Y,SBrkr,840,885,0,1725,0,0,2,1,3,1,Good,6,Typ,0,No_Fireplace,Attchd,RFn,2,550,Typical,Typical,Paved,0,48,0,0,0,0,No_Pool,No_Fence,None,0,11,2009,WD ,Normal,198500
A_869,Two_Story_1946_and_Newer,Residential_Low_Density,0,11250,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Good,Average,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,944,944,GasA,Excellent,Y,SBrkr,944,926,0,1870,0,0,2,1,3,1,Good,6,Typ,0,No_Fireplace,Attchd,RFn,2,608,Typical,Typical,Paved,256,43,0,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,211000
A_870,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,90,15750,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR3,Gtl,College_Creek,Feedr,Norm,OneFam,One_Story,Very_Good,Average,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260,Good,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0,216,1462,GasA,Excellent,Y,SBrkr,1513,0,0,1513,1,0,2,0,2,1,Good,5,Typ,1,Typical,Attchd,Fin,2,521,Typical,Typical,Paved,135,34,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,220000
A_871,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73,11883,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,Average,1996,1996,Hip,CompShg,VinylSd,VinylSd,BrkFace,196,Good,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0,814,1504,GasA,Excellent,Y,SBrkr,1504,0,0,1504,1,0,2,0,3,1,Good,6,Typ,1,Typical,Attchd,Fin,2,478,Typical,Typical,Paved,115,66,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,203000
A_872,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,12782,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Very_Good,Average,2002,2003,Hip,CompShg,HdBoard,HdBoard,BrkFace,164,Good,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,462,1822,GasA,Excellent,Y,SBrkr,1828,0,0,1828,1,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,Fin,2,523,Typical,Typical,Paved,194,144,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,279500
A_873,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,8750,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,Average,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,209,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,306,1417,GasA,Excellent,Y,SBrkr,1417,0,0,1417,1,0,2,0,3,1,Good,7,Typ,1,Typical,Attchd,Unf,2,511,Typical,Typical,Paved,60,0,0,0,117,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,210000
A_874,Two_Story_1946_and_Newer,Residential_Low_Density,0,9375,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Good,Average,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573,Typical,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,318,1057,GasA,Excellent,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,Good,8,Typ,0,No_Fireplace,Attchd,RFn,2,645,Typical,Typical,Paved,576,36,0,0,0,0,No_Pool,Good_Privacy,None,0,2,2009,WD ,Normal,219500
A_875,Two_Story_1946_and_Newer,Residential_Low_Density,70,8750,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Good,Average,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,880,880,GasA,Excellent,Y,SBrkr,909,807,0,1716,0,0,2,1,2,1,Good,7,Typ,1,Typical,Attchd,RFn,2,512,Typical,Typical,Paved,0,120,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,191000
A_876,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,9100,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,Average,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1212,1212,GasA,Excellent,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,RFn,2,573,Typical,Typical,Paved,356,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,178000
A_877,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,9750,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,Average,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1630,1630,GasA,Excellent,Y,SBrkr,1630,0,0,1630,0,0,2,0,3,1,Good,6,Typ,1,Typical,Attchd,Unf,2,451,Typical,Typical,Paved,74,234,0,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,213000
A_878,One_Story_PUD_1946_and_Newer,Residential_Medium_Density,0,4435,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,TwnhsE,One_Story,Above_Average,Average,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,163,848,GasA,Excellent,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Good,4,Typ,0,No_Fireplace,Attchd,Fin,2,420,Typical,Typical,Paved,140,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,144000
A_879,One_Story_PUD_1946_and_Newer,Residential_Medium_Density,0,4435,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,TwnhsE,One_Story,Above_Average,Average,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,163,848,GasA,Excellent,Y,SBrkr,848,0,0,848,1,0,1,0,1,1,Good,4,Typ,0,No_Fireplace,Attchd,Fin,2,420,Typical,Typical,Paved,140,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,140000
A_880,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,85,10200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Very_Good,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,180,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,100,1578,GasA,Excellent,Y,SBrkr,1602,0,0,1602,1,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,RFn,3,810,Typical,Typical,Paved,0,48,0,0,195,0,No_Pool,No_Fence,None,0,1,2009,WD ,Normal,293200
A_881,Two_Story_1946_and_Newer,Residential_Low_Density,65,9313,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Good,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,864,864,GasA,Excellent,Y,SBrkr,864,864,0,1728,0,0,2,1,3,1,Good,7,Typ,0,No_Fireplace,Attchd,RFn,2,572,Typical,Typical,Paved,187,56,0,0,0,0,No_Pool,No_Fence,None,0,4,2009,WD ,Normal,190000
A_882,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,63,8487,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,Average,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,1480,1500,GasA,Excellent,Y,SBrkr,1500,0,0,1500,0,0,2,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,RFn,2,570,Typical,Typical,Paved,192,36,0,0,0,0,No_Pool,No_Fence,None,0,8,2009,WD ,Normal,190000
A_883,Two_Story_1946_and_Newer,Residential_Low_Density,64,8633,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Above_Average,Average,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,545,738,GasA,Excellent,Y,SBrkr,738,738,0,1476,1,0,2,1,3,1,Good,7,Typ,0,No_Fireplace,Attchd,Fin,2,540,Typical,Typical,Paved,100,35,0,0,0,0,No_Pool,No_Fence,None,0,2,2009,WD ,Normal,173500
A_884,Two_Story_1946_and_Newer,Residential_Low_Density,85,11069,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Above_Average,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,608,608,GasA,Excellent,Y,SBrkr,608,788,0,1396,0,0,2,1,3,1,Good,6,Typ,1,Good,BuiltIn,Fin,2,440,Typical,Typical,Paved,100,36,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,170000
A_885,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,67,8777,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,OneFam,One_Story,Below_Average,Average,1949,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,CBlock,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Excellent,Y,SBrkr,1126,0,0,1126,0,0,2,0,2,1,Good,5,Typ,0,No_Fireplace,Detchd,Fin,2,520,Typical,Typical,Dirt_Gravel,0,96,0,0,0,0,No_Pool,Minimum_Privacy,None,0,5,2009,WD ,Normal,108000
A_886,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,9937,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Average,Good,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0,Typical,Good,PConc,Typical,Typical,No,BLQ,2,Unf,0,849,1486,GasA,Excellent,Y,SBrkr,1486,0,0,1486,1,0,1,0,3,1,Typical,7,Typ,0,No_Fireplace,Detchd,Fin,2,480,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,3,2009,WD ,Normal,167000
A_887,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,67,8877,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,OneFam,One_Story,Below_Average,Above_Average,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,Mn,ALQ,1,Unf,0,126,816,GasA,Excellent,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,Typical,3,Typ,1,Good,Detchd,Unf,1,288,Fair,Fair,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,100000
A_888,Split_Foyer,Residential_Low_Density,64,7301,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,OneFam,SFoyer,Good,Average,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500,Good,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Excellent,Y,SBrkr,495,1427,0,1922,0,0,3,0,4,1,Good,7,Typ,1,Excellent,BuiltIn,RFn,2,672,Typical,Typical,Paved,0,0,177,0,0,0,No_Pool,No_Fence,None,0,7,2009,ConLD,Normal,198500
A_889,Two_Story_1946_and_Newer,Residential_Low_Density,75,7950,Pave,No_Alley_Access,Slightly_Irregular,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,OneFam,Two_Story,Above_Average,Above_Average,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,Unf,0,155,690,GasA,Typical,Y,SBrkr,698,728,0,1426,0,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,Fin,2,440,Typical,Typical,Paved,252,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2009,WD ,Normal,159500
A_890,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,10682,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Below_Average,Above_Average,1960,1971,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,GLQ,3,Unf,0,615,1014,GasA,Typical,Y,SBrkr,1149,0,0,1149,1,0,1,0,3,1,Typical,7,Min1,0,No_Fireplace,More_Than_Two_Types,Fin,1,544,Typical,Typical,Paved,0,240,0,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2009,WD ,Normal,127000
A_891,Split_or_Multilevel,Residential_Low_Density,72,7200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,SLvl,Above_Average,Above_Average,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255,Typical,Typical,CBlock,Typical,Typical,Av,ALQ,1,Unf,0,410,1041,GasA,Excellent,Y,SBrkr,1125,0,0,1125,1,0,1,0,3,1,Typical,6,Typ,1,Fair,Detchd,Unf,1,352,Typical,Typical,Paved,296,0,0,0,0,0,No_Pool,Good_Wood,None,0,10,2009,WD ,Abnorml,125000
A_892,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,86,13286,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Excellent,Average,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340,Excellent,Typical,PConc,Excellent,Typical,No,GLQ,3,Unf,0,464,1698,GasA,Excellent,Y,SBrkr,1698,0,0,1698,1,0,2,0,3,1,Excellent,8,Typ,1,Good,Attchd,Fin,3,768,Typical,Typical,Paved,327,64,0,0,0,0,No_Pool,No_Fence,None,0,2,2009,WD ,Normal,320000
A_893,PUD_Multilevel_Split_Level_Foyer,Residential_Medium_Density,35,3675,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SFoyer,Above_Average,Average,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,80,Typical,Typical,Wood,Good,Typical,Gd,GLQ,3,Unf,0,0,547,GasA,Good,Y,SBrkr,1072,0,0,1072,1,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Basment,Fin,2,525,Typical,Typical,Paved,0,28,0,0,0,0,No_Pool,No_Fence,None,0,4,2009,WD ,Normal,145500
A_894,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,50,9405,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Average,Excellent,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0,Typical,Excellent,CBlock,Typical,Typical,No,Unf,7,Unf,0,698,698,GasA,Excellent,Y,SBrkr,698,0,0,698,0,1,1,0,2,1,Typical,4,Typ,0,No_Fireplace,No_Garage,No_Garage,0,0,No_Garage,No_Garage,Paved,0,200,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,118000
